name,startDate,endDate,rooms
GES/IPPE,43501,43514,"['Blue Lot', ' Marshalling Yard 1', ' Marshalling Yard 2', ' Marshalling Yard 3', ' Yellow Lot Combined']"
Georgia Power ERG Advisory Board Meeting,43503,43503,['JA Finance Park Conference Room']
2019 International Production and Processing Exposition,43508,43510,"['A-B Connector Concourse', ' Blue Lot', ' Building A-B Registration Hall', ' Building B Connector Overlook', ' Building B-C Connector', ' Executive Boardroom', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls C1-C4 Combined', ' Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio', ' Hall C1 Show Office', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Hall C4 Show Office', ' International Lounge', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105-C106', ' Meeting Room C107', ' Meeting Room C108-C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202-C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208-C210', ' Meeting Room C211-C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']"
Hot Chocolate 5K/15K,43513,43513,['Entire Park']
Hinman Dental - Keynote/Speaker Meeting/Dinner 2019,43515,43515,"['Meeting Room A401', ' Sidney Marcus Auditorium']"
CHEERSPORT 2019 National Championships,43518,43520,"['Building A-B Registration Hall', ' Building B-C Connector', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls B1-B3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls B4-B5 Combined', ' Exhibit Halls C1-C2 Combined', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']"
Monster Jam - GWCC BUDGET,43519,43520,['Stadium']
Georgia Legislative Black Caucus Heritage Dinner,43522,43522,"['Thomas Murphy Ballroom 1', ' Thomas Murphy Ballroom 2-3', ' Thomas Murphy Ballroom 4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4']"
Domotex USA,43524,43526,"['Building A Registration Hall', ' Exhibit Hall A1', ' Exhibit Halls A2-A3 Combined', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412']"
Supercross - GWCC Budget,43526,43526,['Stadium']
Road to Gold,43526,43526,['East Plaza']
HAI HELI-EXPO 2019,43529,43531,"['Building A Registration Hall', ' Building B Registration Hall', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls C1-C4 Combined', ' Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Green Room', ' International Plaza', ' Marshalling Yard 1', ' Marshalling Yard 2', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']"
DoTERRA,43530,43532,"['Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A404-A405', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth""]"
6th Annual Black Women in Jazz & Arts,43533,43533,"['Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']"
Pulse Boxing Match,43533,43533,['Meeting Room A411-A412']
Rite of Election,43534,43534,"['Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']"
CEA Workshops,43536,43536,"['Meeting Room B310', ' Meeting Room B311']"
TESOL 2019 International Convention & English Language Expo,43537,43539,"['Building A Registration Hall', ' Building B Registration Hall', ' Exhibit Hall A1', ' Exhibit Hall A2', ' International Conference Room', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B408', ' Meeting Room B409']"
CONCACAF Champions League Match Quarterfinal- GWCC Budget,43537,43537,"['International Plaza', ' Stadium']"
CONFIDENTIAL: The Climate Reality Project's Leadership Corp Training,43538,43540,"['Meeting Room B301', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B317', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406A', ' Meeting Room B406B', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']"
State of the City Mayor's Breakfast,43538,43538,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Mezzanine', ' Georgia Ballroom Patio', ' Meeting Room C302']"
Skin Inc. Face & Body Spa Expo and Conference Southeast,43541,43542,"['Georgia Ballroom 1-3', ' Meeting Room C201', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302']"
Publix Atlanta  Marathon,43541,43541,['All North Park']
TMC 2019 Annual Meeting & Transportation Technology Exhibition,43542,43544,"['Authority Boardroom', ' Building B Connector Overlook', ' Building B-C Connector East', ' Exhibit Hall B1', ' Exhibit Hall Meeting Room B101-103 Combined', ' Exhibit Halls B2-B5 Combined', ' Exhibit Halls B3-B5 Combined', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Social Table', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Galleria']"
2019 Atlanta International Auto Show,43544,43548,"['Building C Connector Overlook', ' Exhibit Hall C1', ' Exhibit Hall C2', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110']"
Hinman Dental Meeting,43545,43547,"['Building A Registration Hall', ' Building B Registration Hall', ' Exhibit Halls A1-A3 Combined', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4']"
Georgia Bridal & Wedding Expo,43547,43548,['Exhibit Hall B1']
Starpower International Talent Competition,43547,43548,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Meeting Room C206', ' Meeting Room C301', ' Meeting Room C302']"
Dental Dash at Dawn 5k,43547,43547,['West Plaza']
McDonald's All-American Game Fan Fest,43548,43548,['All South Park']
Lovestruck,43549,43552,"['Building B Level 4 - Sales Department', ' Building B Level 4 - Sales Lobby', ' Exhibit Hall B1', ' Exhibit Hall C1', ' Red Deck', ' Sales & Event Services Boardroom']"
Get Motivated Atlanta,43550,43550,"['Meeting Room B401-B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']"
AACR Annual Meeting 2019,43554,43558,"['Building A-B Registration Hall', ' Executive Boardroom', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls B2-B3 Combined', ' Georgia Ballroom 1-3', ' International Conference Room', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C301', ' Meeting Room C302', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']"
AACR Annual Meeting 5K Run/Walk,43554,43554,['International Blvd - Park']
George Strait Concert - GWCC Budget,43554,43554,['Stadium']
2019 Big South Qualifier,43561,43569,"['Building C Connector Overlook', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls C1-C4 Combined', ' Hall C1 Show Office', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Hall C4 Show Office', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C108-C109', ' Meeting Room C110', ' Meeting Room C202', ' Meeting Room C203']"
Freeman/MRO AMERICA,43561,43571,['Marshalling Yard 2']
Brawl for a Cause,43561,43562,"['Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4']"
Appreciation Party,43561,43561,['Meeting Room A402-A403']
MRO Americas Conference & Exhibition,43564,43566,"['Building B Registration Hall', ' Exhibit Hall B4', ' Exhibit Hall B5', ' Exhibit Halls B1-B3 Combined', ' Exhibit Halls B1-B5 Combined', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411']"
ACVB Annual Meeting 2019,43566,43566,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio', ' Meeting Room C301', ' Meeting Room C302']"
Revolution Talent,43567,43569,"['Georgia Ballroom 2', ' Georgia Ballroom 3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Meeting Room C205', ' Meeting Room C301', ' Meeting Room C302']"
Joe Rogan,43567,43567,"['Executive Boardroom', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']"
National Propane Gas Association,43568,43570,"['Exhibit Halls A2-A3 Combined', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412']"
Ulta GMC 2019,43569,43574,"['Building A-B Registration Hall', ' Exhibit Hall B1', ' Exhibit Hall B2', ' Exhibit Hall Meeting Room B101-103 Combined', ' Exhibit Halls B3-B4 Combined', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207-B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211-B212', ' Meeting Room B213-B214', ' Meeting Room B215', ' Meeting Room B216-217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302-B303', ' Meeting Room B304-B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308-B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312-B313A', ' Meeting Room B313B-B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B401-B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405-B406A', ' Meeting Room B406B-B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4']"
Sweetwater 420 Fest,43574,43576,"['All North Park', ' Entire Park', ' Yellow Lot North East', ' Yellow Lot North West']"
The 2nd Annual Black American Muslim Conference,43574,43576,"['International Conference Room', ' Meeting Room A402-A403', ' Meeting Room A411-A412b', ' Meeting Room A412A']"
FCS Spring Fair,43575,43575,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Green Room', ' Meeting Room C202-C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210']"
Outbound 2019,43577,43581,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Mezzanine', ' Georgia Ballroom Patio', ' Meeting Room C202', ' Meeting Room C203-C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C209-C210', ' Meeting Room C212-C213', ' Meeting Room C301', ' Meeting Room C302']"
Controls Road Show - East Region,43577,43580,"['Meeting Room A401', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410']"
Georgia Technology Summit By Machaon,43579,43579,"['Meeting Room B302-B305', ' Meeting Room B306']"
2020 Men's Final Four Press Conference,43579,43579,['International Plaza']
Herbalife,43580,43583,"['Executive Boardroom', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B405-B406', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']"
