,Room Name,DateIn,DateOut
50,Meeting Room B203,2020/6/13,2020/6/19
51,Meeting Room B204,2020/6/13,2020/6/19
52,Meeting Room B205,2020/6/13,2020/6/19
53,Meeting Room B206,2020/6/13,2020/6/19
54,Meeting Room B207,2020/6/13,2020/6/19
55,Meeting Room B208,2020/6/13,2020/6/19
56,Meeting Room B209,2020/6/13,2020/6/19
57,Meeting Room B210,2020/6/13,2020/6/19
58,Meeting Room B211,2020/6/13,2020/6/19
59,Meeting Room B212,2020/6/13,2020/6/19
60,Meeting Room B213,2020/6/13,2020/6/19
61,Meeting Room B214,2020/6/13,2020/6/19
62,Meeting Room B215,2020/6/13,2020/6/19
63,Meeting Room B216,2020/6/13,2020/6/19
64,Meeting Room B217,2020/6/13,2020/6/19
65,Meeting Room B218,2020/6/13,2020/6/19
66,Meeting Room B301,2020/6/13,2020/6/19
67,Meeting Room B302,2020/6/13,2020/6/19
68,Meeting Room B303,2020/6/13,2020/6/19
69,Meeting Room B304,2020/6/13,2020/6/19
70,Meeting Room B305,2020/6/13,2020/6/19
71,Meeting Room B306,2020/6/13,2020/6/19
72,Meeting Room B307,2020/6/13,2020/6/19
73,Meeting Room B308,2020/6/13,2020/6/19
74,Meeting Room B309,2020/6/13,2020/6/19
75,Meeting Room B310,2020/6/13,2020/6/19
76,Meeting Room B311,2020/6/13,2020/6/19
77,Meeting Room B312,2020/6/13,2020/6/19
78,Meeting Room B313,2020/6/13,2020/6/19
81,Meeting Room B314,2020/6/13,2020/6/19
82,Meeting Room B315,2020/6/13,2020/6/19
83,Meeting Room B316,2020/6/13,2020/6/19
84,Meeting Room B317,2020/6/13,2020/6/19
85,Meeting Room B318,2020/6/13,2020/6/19
86,Meeting Room B319,2020/6/13,2020/6/19
89,Meeting Room B401,2020/6/13,2020/6/19
90,Meeting Room B402,2020/6/13,2020/6/19
91,Meeting Room B403,2020/6/13,2020/6/19
92,Meeting Room B404,2020/6/13,2020/6/19
93,Meeting Room B405,2020/6/13,2020/6/19
94,Meeting Room B406,2020/6/13,2020/6/19
97,Meeting Room B407,2020/6/13,2020/6/19
98,Meeting Room B408,2020/6/13,2020/6/19
99,Meeting Room B409,2020/6/13,2020/6/19
100,Meeting Room B411,2020/6/13,2020/6/19
114,Meeting Room C103,2020/6/13,2020/6/19
115,Meeting Room C104,2020/6/13,2020/6/19
116,Meeting Room C105,2020/6/13,2020/6/19
117,Meeting Room C106,2020/6/13,2020/6/19
118,Meeting Room C107,2020/6/13,2020/6/19
119,Meeting Room C108,2020/6/13,2020/6/19
120,Meeting Room C109,2020/6/13,2020/6/19
124,Meeting Room C201,2020/6/13,2020/6/19
125,Meeting Room C202,2020/6/13,2020/6/19
126,Meeting Room C203,2020/6/13,2020/6/19
127,Meeting Room C204,2020/6/13,2020/6/19
128,Meeting Room C205,2020/6/13,2020/6/19
129,Meeting Room C206,2020/6/13,2020/6/19
130,Meeting Room C207,2020/6/13,2020/6/19
131,Meeting Room C208,2020/6/13,2020/6/19
132,Meeting Room C209,2020/6/13,2020/6/19
133,Meeting Room C210,2020/6/13,2020/6/19
134,Meeting Room C211,2020/6/13,2020/6/19
135,Meeting Room C212,2020/6/13,2020/6/19
136,Meeting Room C213,2020/6/13,2020/6/19
140,Meeting Room C301,2020/6/13,2020/6/19
141,Meeting Room C302,2020/6/13,2020/6/19
103,Thomas Murphy Ballroom 2,2020/6/13,2020/6/19
104,Thomas Murphy Ballroom 3,2020/6/13,2020/6/19
105,Thomas Murphy Ballroom 4,2020/6/13,2020/6/19
138,Georgia Ballroom 2,2019/12/13,2019/12/13
139,Georgia Ballroom 3,2019/12/13,2019/12/13
137,Georgia Ballroom 1,2019/12/13,2019/12/13
134,Meeting Room C211,2019/12/13,2019/12/13
135,Meeting Room C212,2019/12/13,2019/12/13
140,Meeting Room C301,2019/12/13,2019/12/13
141,Meeting Room C302,2019/12/13,2019/12/13
2,Exhibit Hall A3,2020/4/24,2020/4/26
1,Exhibit Hall A2,2020/4/24,2020/4/26
0,Exhibit Hall A1,2020/4/24,2020/4/26
6,Meeting Room A301,2020/4/24,2020/4/26
7,Meeting Room A302,2020/4/24,2020/4/26
8,Meeting Room A303,2020/4/24,2020/4/26
9,Meeting Room A304,2020/4/24,2020/4/26
10,Meeting Room A305,2020/4/24,2020/4/26
11,Meeting Room A306,2020/4/24,2020/4/26
12,Meeting Room A307,2020/4/24,2020/4/26
13,Meeting Room A308a,2020/4/24,2020/4/26
14,Meeting Room A308b,2020/4/24,2020/4/26
15,Meeting Room A309,2020/4/24,2020/4/26
16,Meeting Room A310,2020/4/24,2020/4/26
17,Meeting Room A311,2020/4/24,2020/4/26
18,Meeting Room A312,2020/4/24,2020/4/26
19,Meeting Room A313,2020/4/24,2020/4/26
20,Meeting Room A314,2020/4/24,2020/4/26
21,Meeting Room A315,2020/4/24,2020/4/26
22,Meeting Room A316,2020/4/24,2020/4/26
26,Meeting Room A401,2020/4/24,2020/4/26
27,Meeting Room A402,2020/4/24,2020/4/26
28,Meeting Room A403,2020/4/24,2020/4/26
29,Meeting Room A404,2020/4/24,2020/4/26
30,Meeting Room A405,2020/4/24,2020/4/26
31,Meeting Room A406,2020/4/24,2020/4/26
32,Meeting Room A407,2020/4/24,2020/4/26
33,Meeting Room A408,2020/4/24,2020/4/26
34,Meeting Room A409,2020/4/24,2020/4/26
35,Meeting Room A410,2020/4/24,2020/4/26
36,Meeting Room A411,2020/4/24,2020/4/26
37,Meeting Room A412,2020/4/24,2020/4/26
39,Sidney Marcus Auditorium,2020/4/24,2020/4/26
2,Exhibit Hall A3,2020/7/17,2020/7/26
0,Exhibit Hall A1,2020/7/17,2020/7/26
1,Exhibit Hall A2,2020/7/17,2020/7/26
6,Meeting Room A301,2020/7/17,2020/7/26
7,Meeting Room A302,2020/7/17,2020/7/26
8,Meeting Room A303,2020/7/17,2020/7/26
9,Meeting Room A304,2020/7/17,2020/7/26
10,Meeting Room A305,2020/7/17,2020/7/26
11,Meeting Room A306,2020/7/17,2020/7/26
12,Meeting Room A307,2020/7/17,2020/7/26
13,Meeting Room A308a,2020/7/17,2020/7/26
14,Meeting Room A308b,2020/7/17,2020/7/26
15,Meeting Room A309,2020/7/17,2020/7/26
16,Meeting Room A310,2020/7/17,2020/7/26
17,Meeting Room A311,2020/7/17,2020/7/26
18,Meeting Room A312,2020/7/17,2020/7/26
19,Meeting Room A313,2020/7/17,2020/7/26
20,Meeting Room A314,2020/7/17,2020/7/26
21,Meeting Room A315,2020/7/17,2020/7/26
22,Meeting Room A316,2020/7/17,2020/7/26
26,Meeting Room A401,2020/7/17,2020/7/26
27,Meeting Room A402,2020/7/17,2020/7/26
28,Meeting Room A403,2020/7/17,2020/7/26
29,Meeting Room A404,2020/7/17,2020/7/26
30,Meeting Room A405,2020/7/17,2020/7/26
31,Meeting Room A406,2020/7/17,2020/7/26
32,Meeting Room A407,2020/7/17,2020/7/26
33,Meeting Room A408,2020/7/17,2020/7/26
34,Meeting Room A409,2020/7/17,2020/7/26
35,Meeting Room A410,2020/7/17,2020/7/26
36,Meeting Room A411,2020/7/17,2020/7/26
37,Meeting Room A412,2020/7/17,2020/7/26
39,Sidney Marcus Auditorium,2020/7/17,2020/7/26
101,Authority Boardroom,2020/7/30,2020/8/5
23,Building A Registration Hall,2020/7/30,2020/8/5
87,Building B Registration Hall,2020/7/30,2020/8/5
25,Executive Boardroom,2020/7/30,2020/8/5
41,Exhibit Hall B2,2020/7/30,2020/8/5
45,Exhibit Hall Meeting Room B101,2020/7/30,2020/8/5
46,Exhibit Hall Meeting Room B102,2020/7/30,2020/8/5
47,Exhibit Hall Meeting Room B103,2020/7/30,2020/8/5
6,Meeting Room A301,2020/7/30,2020/8/5
7,Meeting Room A302,2020/7/30,2020/8/5
8,Meeting Room A303,2020/7/30,2020/8/5
9,Meeting Room A304,2020/7/30,2020/8/5
10,Meeting Room A305,2020/7/30,2020/8/5
11,Meeting Room A306,2020/7/30,2020/8/5
12,Meeting Room A307,2020/7/30,2020/8/5
13,Meeting Room A308a,2020/7/30,2020/8/5
14,Meeting Room A308b,2020/7/30,2020/8/5
15,Meeting Room A309,2020/7/30,2020/8/5
16,Meeting Room A310,2020/7/30,2020/8/5
17,Meeting Room A311,2020/7/30,2020/8/5
18,Meeting Room A312,2020/7/30,2020/8/5
19,Meeting Room A313,2020/7/30,2020/8/5
20,Meeting Room A314,2020/7/30,2020/8/5
21,Meeting Room A315,2020/7/30,2020/8/5
22,Meeting Room A316,2020/7/30,2020/8/5
26,Meeting Room A401,2020/7/30,2020/8/5
27,Meeting Room A402,2020/7/30,2020/8/5
28,Meeting Room A403,2020/7/30,2020/8/5
29,Meeting Room A404,2020/7/30,2020/8/5
30,Meeting Room A405,2020/7/30,2020/8/5
31,Meeting Room A406,2020/7/30,2020/8/5
32,Meeting Room A407,2020/7/30,2020/8/5
33,Meeting Room A408,2020/7/30,2020/8/5
34,Meeting Room A409,2020/7/30,2020/8/5
35,Meeting Room A410,2020/7/30,2020/8/5
36,Meeting Room A411,2020/7/30,2020/8/5
37,Meeting Room A412,2020/7/30,2020/8/5
48,Meeting Room B201,2020/7/30,2020/8/5
49,Meeting Room B202,2020/7/30,2020/8/5
50,Meeting Room B203,2020/7/30,2020/8/5
51,Meeting Room B204,2020/7/30,2020/8/5
52,Meeting Room B205,2020/7/30,2020/8/5
53,Meeting Room B206,2020/7/30,2020/8/5
54,Meeting Room B207,2020/7/30,2020/8/5
55,Meeting Room B208,2020/7/30,2020/8/5
56,Meeting Room B209,2020/7/30,2020/8/5
57,Meeting Room B210,2020/7/30,2020/8/5
58,Meeting Room B211,2020/7/30,2020/8/5
59,Meeting Room B212,2020/7/30,2020/8/5
60,Meeting Room B213,2020/7/30,2020/8/5
61,Meeting Room B214,2020/7/30,2020/8/5
62,Meeting Room B215,2020/7/30,2020/8/5
63,Meeting Room B216,2020/7/30,2020/8/5
64,Meeting Room B217,2020/7/30,2020/8/5
65,Meeting Room B218,2020/7/30,2020/8/5
66,Meeting Room B301,2020/7/30,2020/8/5
67,Meeting Room B302,2020/7/30,2020/8/5
68,Meeting Room B303,2020/7/30,2020/8/5
69,Meeting Room B304,2020/7/30,2020/8/5
70,Meeting Room B305,2020/7/30,2020/8/5
71,Meeting Room B306,2020/7/30,2020/8/5
72,Meeting Room B307,2020/7/30,2020/8/5
73,Meeting Room B308,2020/7/30,2020/8/5
74,Meeting Room B309,2020/7/30,2020/8/5
75,Meeting Room B310,2020/7/30,2020/8/5
76,Meeting Room B311,2020/7/30,2020/8/5
77,Meeting Room B312,2020/7/30,2020/8/5
78,Meeting Room B313,2020/7/30,2020/8/5
81,Meeting Room B314,2020/7/30,2020/8/5
82,Meeting Room B315,2020/7/30,2020/8/5
83,Meeting Room B316,2020/7/30,2020/8/5
84,Meeting Room B317,2020/7/30,2020/8/5
85,Meeting Room B318,2020/7/30,2020/8/5
86,Meeting Room B319,2020/7/30,2020/8/5
89,Meeting Room B401,2020/7/30,2020/8/5
90,Meeting Room B402,2020/7/30,2020/8/5
91,Meeting Room B403,2020/7/30,2020/8/5
92,Meeting Room B404,2020/7/30,2020/8/5
93,Meeting Room B405,2020/7/30,2020/8/5
94,Meeting Room B406,2020/7/30,2020/8/5
97,Meeting Room B407,2020/7/30,2020/8/5
98,Meeting Room B408,2020/7/30,2020/8/5
99,Meeting Room B409,2020/7/30,2020/8/5
100,Meeting Room B411,2020/7/30,2020/8/5
102,Thomas Murphy Ballroom 1,2020/7/30,2020/8/5
103,Thomas Murphy Ballroom 2,2020/7/30,2020/8/5
105,Thomas Murphy Ballroom 4,2020/7/30,2020/8/5
104,Thomas Murphy Ballroom 3,2020/7/30,2020/8/5
137,Georgia Ballroom 1,2021/9/20,2021/10/4
138,Georgia Ballroom 2,2021/9/20,2021/10/4
139,Georgia Ballroom 3,2021/9/20,2021/10/4
125,Meeting Room C202,2021/9/20,2021/10/4
126,Meeting Room C203,2021/9/20,2021/10/4
127,Meeting Room C204,2021/9/20,2021/10/4
128,Meeting Room C205,2021/9/20,2021/10/4
129,Meeting Room C206,2021/9/20,2021/10/4
140,Meeting Room C301,2021/9/20,2021/10/4
141,Meeting Room C302,2021/9/20,2021/10/4
24,Building A-B Registration Hall,2019/10/21,2019/11/3
25,Executive Boardroom,2019/10/21,2019/11/3
40,Exhibit Hall B1,2019/10/21,2019/11/3
44,Exhibit Hall B5,2019/10/21,2019/11/3
6,Meeting Room A301,2019/10/21,2019/11/3
7,Meeting Room A302,2019/10/21,2019/11/3
8,Meeting Room A303,2019/10/21,2019/11/3
9,Meeting Room A304,2019/10/21,2019/11/3
10,Meeting Room A305,2019/10/21,2019/11/3
11,Meeting Room A306,2019/10/21,2019/11/3
12,Meeting Room A307,2019/10/21,2019/11/3
13,Meeting Room A308a,2019/10/21,2019/11/3
14,Meeting Room A308b,2019/10/21,2019/11/3
15,Meeting Room A309,2019/10/21,2019/11/3
16,Meeting Room A310,2019/10/21,2019/11/3
17,Meeting Room A311,2019/10/21,2019/11/3
18,Meeting Room A312,2019/10/21,2019/11/3
19,Meeting Room A313,2019/10/21,2019/11/3
20,Meeting Room A314,2019/10/21,2019/11/3
21,Meeting Room A315,2019/10/21,2019/11/3
22,Meeting Room A316,2019/10/21,2019/11/3
26,Meeting Room A401,2019/10/21,2019/11/3
27,Meeting Room A402,2019/10/21,2019/11/3
28,Meeting Room A403,2019/10/21,2019/11/3
29,Meeting Room A404,2019/10/21,2019/11/3
30,Meeting Room A405,2019/10/21,2019/11/3
31,Meeting Room A406,2019/10/21,2019/11/3
32,Meeting Room A407,2019/10/21,2019/11/3
33,Meeting Room A408,2019/10/21,2019/11/3
34,Meeting Room A409,2019/10/21,2019/11/3
35,Meeting Room A410,2019/10/21,2019/11/3
36,Meeting Room A411,2019/10/21,2019/11/3
37,Meeting Room A412,2019/10/21,2019/11/3
48,Meeting Room B201,2019/10/21,2019/11/3
49,Meeting Room B202,2019/10/21,2019/11/3
50,Meeting Room B203,2019/10/21,2019/11/3
51,Meeting Room B204,2019/10/21,2019/11/3
52,Meeting Room B205,2019/10/21,2019/11/3
53,Meeting Room B206,2019/10/21,2019/11/3
54,Meeting Room B207,2019/10/21,2019/11/3
55,Meeting Room B208,2019/10/21,2019/11/3
56,Meeting Room B209,2019/10/21,2019/11/3
57,Meeting Room B210,2019/10/21,2019/11/3
58,Meeting Room B211,2019/10/21,2019/11/3
59,Meeting Room B212,2019/10/21,2019/11/3
60,Meeting Room B213,2019/10/21,2019/11/3
61,Meeting Room B214,2019/10/21,2019/11/3
62,Meeting Room B215,2019/10/21,2019/11/3
63,Meeting Room B216,2019/10/21,2019/11/3
64,Meeting Room B217,2019/10/21,2019/11/3
65,Meeting Room B218,2019/10/21,2019/11/3
66,Meeting Room B301,2019/10/21,2019/11/3
67,Meeting Room B302,2019/10/21,2019/11/3
68,Meeting Room B303,2019/10/21,2019/11/3
69,Meeting Room B304,2019/10/21,2019/11/3
70,Meeting Room B305,2019/10/21,2019/11/3
71,Meeting Room B306,2019/10/21,2019/11/3
72,Meeting Room B307,2019/10/21,2019/11/3
73,Meeting Room B308,2019/10/21,2019/11/3
74,Meeting Room B309,2019/10/21,2019/11/3
75,Meeting Room B310,2019/10/21,2019/11/3
76,Meeting Room B311,2019/10/21,2019/11/3
77,Meeting Room B312,2019/10/21,2019/11/3
78,Meeting Room B313,2019/10/21,2019/11/3
81,Meeting Room B314,2019/10/21,2019/11/3
82,Meeting Room B315,2019/10/21,2019/11/3
83,Meeting Room B316,2019/10/21,2019/11/3
84,Meeting Room B317,2019/10/21,2019/11/3
85,Meeting Room B318,2019/10/21,2019/11/3
86,Meeting Room B319,2019/10/21,2019/11/3
89,Meeting Room B401,2019/10/21,2019/11/3
90,Meeting Room B402,2019/10/21,2019/11/3
91,Meeting Room B403,2019/10/21,2019/11/3
92,Meeting Room B404,2019/10/21,2019/11/3
93,Meeting Room B405,2019/10/21,2019/11/3
94,Meeting Room B406,2019/10/21,2019/11/3
97,Meeting Room B407,2019/10/21,2019/11/3
98,Meeting Room B408,2019/10/21,2019/11/3
99,Meeting Room B409,2019/10/21,2019/11/3
100,Meeting Room B411,2019/10/21,2019/11/3
0,Exhibit Hall A1,2023/3/20,2023/3/27
23,Building A Registration Hall,2020/10/26,2020/10/27
25,Executive Boardroom,2020/10/26,2020/10/27
2,Exhibit Hall A3,2020/10/26,2020/10/27
0,Exhibit Hall A1,2020/10/26,2020/10/27
1,Exhibit Hall A2,2020/10/26,2020/10/27
6,Meeting Room A301,2020/10/26,2020/10/27
7,Meeting Room A302,2020/10/26,2020/10/27
8,Meeting Room A303,2020/10/26,2020/10/27
9,Meeting Room A304,2020/10/26,2020/10/27
10,Meeting Room A305,2020/10/26,2020/10/27
11,Meeting Room A306,2020/10/26,2020/10/27
12,Meeting Room A307,2020/10/26,2020/10/27
13,Meeting Room A308a,2020/10/26,2020/10/27
14,Meeting Room A308b,2020/10/26,2020/10/27
15,Meeting Room A309,2020/10/26,2020/10/27
16,Meeting Room A310,2020/10/26,2020/10/27
17,Meeting Room A311,2020/10/26,2020/10/27
18,Meeting Room A312,2020/10/26,2020/10/27
19,Meeting Room A313,2020/10/26,2020/10/27
20,Meeting Room A314,2020/10/26,2020/10/27
21,Meeting Room A315,2020/10/26,2020/10/27
22,Meeting Room A316,2020/10/26,2020/10/27
26,Meeting Room A401,2020/10/26,2020/10/27
27,Meeting Room A402,2020/10/26,2020/10/27
28,Meeting Room A403,2020/10/26,2020/10/27
29,Meeting Room A404,2020/10/26,2020/10/27
30,Meeting Room A405,2020/10/26,2020/10/27
31,Meeting Room A406,2020/10/26,2020/10/27
32,Meeting Room A407,2020/10/26,2020/10/27
33,Meeting Room A408,2020/10/26,2020/10/27
34,Meeting Room A409,2020/10/26,2020/10/27
35,Meeting Room A410,2020/10/26,2020/10/27
36,Meeting Room A411,2020/10/26,2020/10/27
37,Meeting Room A412,2020/10/26,2020/10/27
23,Building A Registration Hall,2020/5/4,2020/5/8
25,Executive Boardroom,2020/5/4,2020/5/8
2,Exhibit Hall A3,2020/5/4,2020/5/8
0,Exhibit Hall A1,2020/5/4,2020/5/8
1,Exhibit Hall A2,2020/5/4,2020/5/8
6,Meeting Room A301,2020/5/4,2020/5/8
7,Meeting Room A302,2020/5/4,2020/5/8
8,Meeting Room A303,2020/5/4,2020/5/8
9,Meeting Room A304,2020/5/4,2020/5/8
10,Meeting Room A305,2020/5/4,2020/5/8
11,Meeting Room A306,2020/5/4,2020/5/8
12,Meeting Room A307,2020/5/4,2020/5/8
13,Meeting Room A308a,2020/5/4,2020/5/8
14,Meeting Room A308b,2020/5/4,2020/5/8
15,Meeting Room A309,2020/5/4,2020/5/8
16,Meeting Room A310,2020/5/4,2020/5/8
17,Meeting Room A311,2020/5/4,2020/5/8
18,Meeting Room A312,2020/5/4,2020/5/8
19,Meeting Room A313,2020/5/4,2020/5/8
20,Meeting Room A314,2020/5/4,2020/5/8
21,Meeting Room A315,2020/5/4,2020/5/8
22,Meeting Room A316,2020/5/4,2020/5/8
26,Meeting Room A401,2020/5/4,2020/5/8
27,Meeting Room A402,2020/5/4,2020/5/8
28,Meeting Room A403,2020/5/4,2020/5/8
29,Meeting Room A404,2020/5/4,2020/5/8
30,Meeting Room A405,2020/5/4,2020/5/8
31,Meeting Room A406,2020/5/4,2020/5/8
32,Meeting Room A407,2020/5/4,2020/5/8
33,Meeting Room A408,2020/5/4,2020/5/8
34,Meeting Room A409,2020/5/4,2020/5/8
35,Meeting Room A410,2020/5/4,2020/5/8
36,Meeting Room A411,2020/5/4,2020/5/8
37,Meeting Room A412,2020/5/4,2020/5/8
39,Sidney Marcus Auditorium,2020/5/4,2020/5/8
28,Meeting Room A403,2020/3/15,2020/3/15
29,Meeting Room A404,2020/3/15,2020/3/15
30,Meeting Room A405,2020/3/15,2020/3/15
102,Thomas Murphy Ballroom 1,2020/3/15,2020/3/15
103,Thomas Murphy Ballroom 2,2020/3/15,2020/3/15
104,Thomas Murphy Ballroom 3,2020/3/15,2020/3/15
105,Thomas Murphy Ballroom 4,2020/3/15,2020/3/15
23,Building A Registration Hall,2021/7/8,2021/7/10
2,Exhibit Hall A3,2021/7/8,2021/7/10
0,Exhibit Hall A1,2021/7/8,2021/7/10
1,Exhibit Hall A2,2021/7/8,2021/7/10
6,Meeting Room A301,2021/7/8,2021/7/10
7,Meeting Room A302,2021/7/8,2021/7/10
8,Meeting Room A303,2021/7/8,2021/7/10
9,Meeting Room A304,2021/7/8,2021/7/10
10,Meeting Room A305,2021/7/8,2021/7/10
11,Meeting Room A306,2021/7/8,2021/7/10
12,Meeting Room A307,2021/7/8,2021/7/10
13,Meeting Room A308a,2021/7/8,2021/7/10
14,Meeting Room A308b,2021/7/8,2021/7/10
15,Meeting Room A309,2021/7/8,2021/7/10
16,Meeting Room A310,2021/7/8,2021/7/10
17,Meeting Room A311,2021/7/8,2021/7/10
18,Meeting Room A312,2021/7/8,2021/7/10
19,Meeting Room A313,2021/7/8,2021/7/10
20,Meeting Room A314,2021/7/8,2021/7/10
21,Meeting Room A315,2021/7/8,2021/7/10
22,Meeting Room A316,2021/7/8,2021/7/10
26,Meeting Room A401,2021/7/8,2021/7/10
27,Meeting Room A402,2021/7/8,2021/7/10
28,Meeting Room A403,2021/7/8,2021/7/10
29,Meeting Room A404,2021/7/8,2021/7/10
30,Meeting Room A405,2021/7/8,2021/7/10
31,Meeting Room A406,2021/7/8,2021/7/10
32,Meeting Room A407,2021/7/8,2021/7/10
33,Meeting Room A408,2021/7/8,2021/7/10
34,Meeting Room A409,2021/7/8,2021/7/10
35,Meeting Room A410,2021/7/8,2021/7/10
36,Meeting Room A411,2021/7/8,2021/7/10
37,Meeting Room A412,2021/7/8,2021/7/10
39,Sidney Marcus Auditorium,2021/7/8,2021/7/10
114,Meeting Room C103,2021/7/8,2021/7/10
115,Meeting Room C104,2021/7/8,2021/7/10
116,Meeting Room C105,2021/7/8,2021/7/10
117,Meeting Room C106,2021/7/8,2021/7/10
118,Meeting Room C107,2021/7/8,2021/7/10
119,Meeting Room C108,2021/7/8,2021/7/10
120,Meeting Room C109,2021/7/8,2021/7/10
121,Meeting Room C110,2021/7/8,2021/7/10
124,Meeting Room C201,2021/7/8,2021/7/10
125,Meeting Room C202,2021/7/8,2021/7/10
126,Meeting Room C203,2021/7/8,2021/7/10
127,Meeting Room C204,2021/7/8,2021/7/10
128,Meeting Room C205,2021/7/8,2021/7/10
129,Meeting Room C206,2021/7/8,2021/7/10
130,Meeting Room C207,2021/7/8,2021/7/10
131,Meeting Room C208,2021/7/8,2021/7/10
132,Meeting Room C209,2021/7/8,2021/7/10
133,Meeting Room C210,2021/7/8,2021/7/10
134,Meeting Room C211,2021/7/8,2021/7/10
135,Meeting Room C212,2021/7/8,2021/7/10
136,Meeting Room C213,2021/7/8,2021/7/10
140,Meeting Room C301,2021/7/8,2021/7/10
141,Meeting Room C302,2021/7/8,2021/7/10
122,Room C101 Auditorium,2021/7/8,2021/7/10
123,Room C102 Auditorium,2021/7/8,2021/7/10
23,Building A Registration Hall,2020/10/14,2020/10/27
2,Exhibit Hall A3,2020/10/14,2020/10/27
0,Exhibit Hall A1,2020/10/14,2020/10/27
1,Exhibit Hall A2,2020/10/14,2020/10/27
6,Meeting Room A301,2020/10/14,2020/10/27
7,Meeting Room A302,2020/10/14,2020/10/27
8,Meeting Room A303,2020/10/14,2020/10/27
9,Meeting Room A304,2020/10/14,2020/10/27
10,Meeting Room A305,2020/10/14,2020/10/27
11,Meeting Room A306,2020/10/14,2020/10/27
12,Meeting Room A307,2020/10/14,2020/10/27
13,Meeting Room A308a,2020/10/14,2020/10/27
14,Meeting Room A308b,2020/10/14,2020/10/27
15,Meeting Room A309,2020/10/14,2020/10/27
16,Meeting Room A310,2020/10/14,2020/10/27
17,Meeting Room A311,2020/10/14,2020/10/27
18,Meeting Room A312,2020/10/14,2020/10/27
19,Meeting Room A313,2020/10/14,2020/10/27
20,Meeting Room A314,2020/10/14,2020/10/27
21,Meeting Room A315,2020/10/14,2020/10/27
22,Meeting Room A316,2020/10/14,2020/10/27
26,Meeting Room A401,2020/10/14,2020/10/27
27,Meeting Room A402,2020/10/14,2020/10/27
28,Meeting Room A403,2020/10/14,2020/10/27
29,Meeting Room A404,2020/10/14,2020/10/27
30,Meeting Room A405,2020/10/14,2020/10/27
31,Meeting Room A406,2020/10/14,2020/10/27
32,Meeting Room A407,2020/10/14,2020/10/27
33,Meeting Room A408,2020/10/14,2020/10/27
34,Meeting Room A409,2020/10/14,2020/10/27
35,Meeting Room A410,2020/10/14,2020/10/27
36,Meeting Room A411,2020/10/14,2020/10/27
37,Meeting Room A412,2020/10/14,2020/10/27
39,Sidney Marcus Auditorium,2020/10/14,2020/10/27
23,Building A Registration Hall,2020/1/9,2020/1/22
87,Building B Registration Hall,2020/1/9,2020/1/22
25,Executive Boardroom,2020/1/9,2020/1/22
40,Exhibit Hall B1,2020/1/9,2020/1/22
6,Meeting Room A301,2020/1/9,2020/1/22
7,Meeting Room A302,2020/1/9,2020/1/22
8,Meeting Room A303,2020/1/9,2020/1/22
9,Meeting Room A304,2020/1/9,2020/1/22
10,Meeting Room A305,2020/1/9,2020/1/22
11,Meeting Room A306,2020/1/9,2020/1/22
12,Meeting Room A307,2020/1/9,2020/1/22
13,Meeting Room A308a,2020/1/9,2020/1/22
14,Meeting Room A308b,2020/1/9,2020/1/22
15,Meeting Room A309,2020/1/9,2020/1/22
16,Meeting Room A310,2020/1/9,2020/1/22
17,Meeting Room A311,2020/1/9,2020/1/22
18,Meeting Room A312,2020/1/9,2020/1/22
19,Meeting Room A313,2020/1/9,2020/1/22
20,Meeting Room A314,2020/1/9,2020/1/22
21,Meeting Room A315,2020/1/9,2020/1/22
22,Meeting Room A316,2020/1/9,2020/1/22
26,Meeting Room A401,2020/1/9,2020/1/22
27,Meeting Room A402,2020/1/9,2020/1/22
28,Meeting Room A403,2020/1/9,2020/1/22
29,Meeting Room A404,2020/1/9,2020/1/22
30,Meeting Room A405,2020/1/9,2020/1/22
31,Meeting Room A406,2020/1/9,2020/1/22
32,Meeting Room A407,2020/1/9,2020/1/22
33,Meeting Room A408,2020/1/9,2020/1/22
34,Meeting Room A409,2020/1/9,2020/1/22
35,Meeting Room A410,2020/1/9,2020/1/22
36,Meeting Room A411,2020/1/9,2020/1/22
37,Meeting Room A412,2020/1/9,2020/1/22
48,Meeting Room B201,2020/1/9,2020/1/22
49,Meeting Room B202,2020/1/9,2020/1/22
50,Meeting Room B203,2020/1/9,2020/1/22
51,Meeting Room B204,2020/1/9,2020/1/22
52,Meeting Room B205,2020/1/9,2020/1/22
53,Meeting Room B206,2020/1/9,2020/1/22
54,Meeting Room B207,2020/1/9,2020/1/22
55,Meeting Room B208,2020/1/9,2020/1/22
56,Meeting Room B209,2020/1/9,2020/1/22
57,Meeting Room B210,2020/1/9,2020/1/22
58,Meeting Room B211,2020/1/9,2020/1/22
59,Meeting Room B212,2020/1/9,2020/1/22
60,Meeting Room B213,2020/1/9,2020/1/22
61,Meeting Room B214,2020/1/9,2020/1/22
62,Meeting Room B215,2020/1/9,2020/1/22
63,Meeting Room B216,2020/1/9,2020/1/22
64,Meeting Room B217,2020/1/9,2020/1/22
65,Meeting Room B218,2020/1/9,2020/1/22
66,Meeting Room B301,2020/1/9,2020/1/22
67,Meeting Room B302,2020/1/9,2020/1/22
68,Meeting Room B303,2020/1/9,2020/1/22
69,Meeting Room B304,2020/1/9,2020/1/22
70,Meeting Room B305,2020/1/9,2020/1/22
71,Meeting Room B306,2020/1/9,2020/1/22
72,Meeting Room B307,2020/1/9,2020/1/22
73,Meeting Room B308,2020/1/9,2020/1/22
